73.02,-36.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69.13,-36.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67.42,-40.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72.82,-31.58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71.84,-76.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81.58,-84.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70.2,-45.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78.87,-45.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73.27,-46.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70.71,-40.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64.0,-47.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76.11,-44.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75.85,-51.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63.59,-45.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79.45,-51.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67.96,-37.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76.2,-55.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74.68,-40.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
