,Depth [m],modelDensity [kg/m3],Density [kg/m3]
186,5.859258651733398,560.6907,439.83623688421056
187,5.889263153076172,559.41113,438.9561593736843
188,5.910868167877197,558.1586,438.0760818631579
189,5.925250053405762,555.4398,437.19600435263163
190,5.934937000274658,553.2437,436.3159268421053
191,5.970269203186035,552.9639,435.435849331579
192,5.999471187591553,551.1656,434.5557718210527
193,6.018324375152588,571.25214,433.67569431052635
521,6.05,585.6876,432.79561680000006
194,6.066537857055664,600.12305,432.2328877684211
195,6.146989345550537,616.3736,431.67015873684215
196,6.201343536376953,597.289,431.1074297052632
197,6.211531162261963,571.7224,430.54470067368425
198,6.225334167480469,570.5204,429.9819716421053
199,6.266762733459473,565.16614,429.41924261052634
200,6.277688503265381,560.80237,428.8565135789474
201,6.283618927001953,558.3948,428.29378454736843
202,6.312737941741943,558.53467,427.7310555157895
203,6.338660717010498,558.0777,427.1683264842106
204,6.363147735595703,555.91174,426.6055974526316
205,6.3883843421936035,566.59015,426.0428684210527
206,6.4288105964660645,596.3232,425.4801393894737
207,6.490360260009766,620.2239,424.91741035789477
208,6.511685371398926,602.21893,424.3546813263158
209,6.53771448135376,579.0537,423.79195229473686
210,6.554821491241455,566.2009,423.2292232631579
211,6.592387676239014,563.9535,422.66649423157895
522,6.6,563.7294,422.1037652
212,6.614383697509766,563.5052,423.28438106
213,6.635885715484619,561.45496,424.46499692
214,6.644966125488281,559.31726,425.64561278
215,6.669936656951904,558.86786,426.82622864
216,6.695046901702881,561.60333,428.0068445
217,6.737386226654053,569.5881,429.18746036
218,6.761133670806885,603.1765,430.36807622
219,6.822388648986816,645.7725,431.54869208
220,6.848046779632568,634.3454,432.72930794
221,6.864706039428711,598.8369,433.9099238
222,6.9275431632995605,582.47797,435.09053966
223,6.959226131439209,578.34796,436.27115552
224,6.967526435852051,576.91113,437.45177138
225,6.974512100219727,568.1291,438.63238724
226,7.000335693359375,567.78864,439.8130031
227,7.031757831573486,565.98553,440.99361896
228,7.0476975440979,568.61633,442.17423482
229,7.08890438079834,570.59204,443.35485068
230,7.122645378112793,594.8285,444.53546654
523,7.15,606.9641,445.7160824
231,7.176891326904297,619.0997,447.21558185555557
232,7.228769779205322,622.2645,448.71508131111113
233,7.264869213104248,595.2202,450.2145807666667
234,7.287437915802002,575.4106,451.7140802222222
235,7.310168743133545,575.8731,453.2135796777778
236,7.318540573120117,574.18555,454.71307913333334
237,7.323882102966309,572.2588,456.2125785888889
238,7.376461505889893,571.12006,457.71207804444447
239,7.404906272888184,570.7479,459.2115775
240,7.431732177734375,569.1503,460.71107695555554
241,7.447897434234619,579.27966,462.2105764111111
242,7.484880447387695,600.0056,463.71007586666667
243,7.5507001876831055,621.8834,465.20957532222224
244,7.581173896789551,617.1365,466.7090747777778
245,7.6024346351623535,594.3819,468.20857423333337
246,7.637295246124268,581.0657,469.7080736888889
247,7.670161247253418,578.5405,471.20757314444444
524,7.7,577.9825,472.7070726
248,7.7075347900390625,577.42444,472.822254635
249,7.732266426086426,575.9638,472.93743667
250,7.755970478057861,575.4729,473.052618705
251,7.783198833465576,581.6515,473.16780074
252,7.8433451652526855,576.2186,473.282982775
253,7.867635726928711,586.41113,473.39816481
254,7.896695137023926,613.0121,473.513346845
255,7.922790050506592,642.59204,473.62852888000003
256,7.948157787322998,626.9429,473.743710915
257,7.989716529846191,607.5848,473.85889295000004
258,8.04067611694336,589.49194,473.974074985
259,8.070683479309082,588.1004,474.08925702
260,8.082405090332031,588.01495,474.204439055
261,8.089807510375977,590.8826,474.31962109
262,8.093704223632812,582.02,474.43480312500003
263,8.110247611999512,578.3807,474.54998516
264,8.14094066619873,578.26056,474.66516719500004
265,8.15845012664795,587.18005,474.78034923
266,8.202733993530273,617.2918,474.89553126500005
525,8.25,625.7462,475.0107133
267,8.266061782836914,634.2006,474.5700168173913
268,8.302539825439453,617.8069,474.1293203347826
269,8.314383506774902,610.6229,473.6886238521739
270,8.357804298400879,594.0453,473.2479273695652
271,8.402626037597656,593.09064,472.8072308869565
272,8.412079811096191,585.8595,472.3665344043479
273,8.435483932495117,589.1238,471.9258379217392
274,8.442259788513184,589.3088,471.4851414391305
275,8.451029777526855,581.29333,471.0444449565218
276,8.467845916748047,585.16626,470.6037484739131
277,8.517664909362793,598.54736,470.16305199130437
278,8.557196617126465,614.8656,469.72235550869567
279,8.594186782836914,666.4793,469.28165902608697
280,8.644316673278809,643.6185,468.84096254347827
281,8.675114631652832,613.4616,468.40026606086957
282,8.735749244689941,597.2039,467.95956957826087
283,8.754119873046875,600.7543,467.51887309565217
284,8.762846946716309,598.6851,467.0781766130435
285,8.771551132202148,599.16284,466.6374801304348
286,8.781231880187988,593.9004,466.1967836478261
287,8.790287017822266,586.5734,465.7560871652174
288,8.799972534179688,596.8448,465.3153906826087
526,8.8,595.1461,464.8746942
289,8.865196228027344,593.44745,466.2349391904762
290,8.885995864868164,606.8461,467.5951841809524
291,8.921464920043945,642.9419,468.9554291714286
292,9.001045227050781,627.1022,470.3156741619048
293,9.027244567871094,601.3127,471.67591915238097
294,9.04415512084961,593.77826,473.03616414285716
295,9.054926872253418,595.6271,474.39640913333335
296,9.066123008728027,594.73956,475.75665412380954
297,9.07014274597168,590.7631,477.11689911428573
298,9.097983360290527,589.7733,478.4771441047619
299,9.122838020324707,588.55865,479.8373890952381
300,9.141948699951172,587.7371,481.1976340857143
301,9.172271728515625,593.5477,482.5578790761905
302,9.20455265045166,608.0093,483.9181240666667
303,9.228442192077637,629.1308,485.27836905714287
304,9.249682426452637,634.32764,486.63861404761906
305,9.287790298461914,607.3335,487.99885903809525
306,9.306575775146484,591.37506,489.35910402857144
307,9.324186325073242,590.63226,490.7193490190476
308,9.333666801452637,589.8386,492.0795940095238
527,9.35,590.7474,493.439839
309,9.358512878417969,591.6561,493.0229897285714
310,9.369970321655273,588.8185,492.6061404571429
311,9.403718948364258,588.15375,492.1892911857143
312,9.43281078338623,587.8063,491.7724419142857
313,9.45407485961914,591.62415,491.3555926428572
314,9.474446296691895,613.6182,490.9387433714286
315,9.488852500915527,642.9342,490.5218941
316,9.541950225830078,639.34326,490.10504482857147
317,9.556294441223145,612.61053,489.6881955571429
318,9.593948364257812,594.1064,489.2713462857143
319,9.609038352966309,601.8134,488.85449701428576
320,9.619942665100098,596.71045,488.43764774285717
321,9.624385833740234,591.60254,488.0207984714286
322,9.629291534423828,589.0434,487.6039492
323,9.653831481933594,590.23065,487.18709992857146
324,9.697813034057617,589.45734,486.77025065714287
325,9.724464416503906,589.34467,486.3534013857143
326,9.737980842590332,612.9258,485.93655211428575
327,9.748465538024902,637.80615,485.51970284285716
328,9.784497261047363,633.039,485.10285357142857
329,9.821464538574219,602.01465,484.68600430000004
330,9.841840744018555,593.4315,484.26915502857145
331,9.854475975036621,598.53876,483.85230575714286
332,9.857645034790039,598.31177,483.4354564857143
333,9.862157821655273,592.61316,483.01860721428574
334,9.87047004699707,591.0939,482.60175794285715
335,9.882802963256836,589.1848,482.1849086714286
528,9.9,591.1835,481.7680594
336,9.925248146057129,593.18207,483.23556385
337,9.978515625,608.38025,484.70306830000004
338,10.052690505981445,627.1918,486.17057275
339,10.103827476501465,649.0873,487.6380772
340,10.122725486755371,643.57043,489.10558165000003
341,10.169877052307129,625.59503,490.5730861
342,10.192475318908691,601.37494,492.04059055
343,10.207489967346191,601.3471,493.508095
344,10.223620414733887,599.08636,494.97559945
345,10.235249519348145,605.5866,496.4431039
346,10.242471694946289,601.7121,497.91060835
347,10.251446723937988,594.8483,499.3781128
348,10.277226448059082,593.8963,500.84561725
349,10.29401969909668,606.02435,502.3131217
350,10.354229927062988,642.5007,503.78062615
351,10.40323257446289,659.2926,505.24813059999997
352,10.429472923278809,659.0905,506.71563505
529,10.45,639.79175,508.1831395
353,10.464054107666016,620.4929,507.8776567086956
354,10.4841947555542,605.68976,507.5721739173913
355,10.497053146362305,603.6983,507.2666911260869
356,10.51266098022461,603.6292,506.9612083347826
357,10.523605346679688,602.9543,506.65572554347824
358,10.55615520477295,600.5604,506.3502427521739
359,10.569051742553711,602.1221,506.04475996086956
360,10.575825691223145,597.6129,505.7392771695652
361,10.589670181274414,613.41974,505.43379437826087
362,10.65019416809082,639.0117,505.1283115869565
363,10.701403617858887,645.1935,504.8228287956522
364,10.761372566223145,640.20593,504.5173460043478
365,10.769779205322266,621.81024,504.2118632130435
366,10.788172721862793,607.5639,503.90638042173913
367,10.81045913696289,605.9805,503.6008976304348
368,10.826286315917969,605.7809,503.29541483913044
369,10.851086616516113,604.2799,502.9899320478261
370,10.863274574279785,602.96594,502.68444925652176
371,10.877547264099121,603.4927,502.3789664652174
372,10.912267684936523,604.78394,502.0734836739131
373,10.954795837402344,607.6362,501.7680008826087
374,10.974723815917969,643.50714,501.4625180913044
530,11.0,653.928,501.1570353
375,11.039726257324219,664.34875,501.5745701791667
376,11.05909538269043,647.592,501.9921050583333
377,11.099945068359375,645.14264,502.4096399375
378,11.151182174682617,616.94727,502.8271748166667
379,11.1685209274292,614.2715,503.24470969583336
380,11.190814971923828,616.7926,503.66224457500005
381,11.19638442993164,610.7474,504.07977945416667
382,11.216294288635254,608.89435,504.49731433333335
383,11.226518630981445,607.84326,504.91484921250003
384,11.239768981933594,607.76227,505.33238409166665
385,11.265390396118164,619.814,505.74991897083333
386,11.320866584777832,643.06226,506.16745385
387,11.36589527130127,667.8914,506.5849887291667
388,11.38573932647705,663.4701,507.0025236083334
389,11.43069076538086,624.7405,507.4200584875
390,11.448796272277832,614.7983,507.8375933666667
391,11.452540397644043,616.0103,508.25512824583336
392,11.469894409179688,617.42413,508.672663125
393,11.475484848022461,615.5451,509.09019800416667
394,11.478696823120117,610.00323,509.50773288333335
395,11.489241600036621,609.7424,509.9252677625
396,11.514647483825684,608.07275,510.3428026416667
397,11.533702850341797,611.6374,510.76033752083333
531,11.55,618.33386,511.1778724
398,11.556307792663574,625.03033,511.0481271206897
399,11.567590713500977,657.5106,510.9183818413793
400,11.577797889709473,646.2157,510.788636562069
401,11.62285041809082,621.81946,510.65889128275865
402,11.636167526245117,611.7088,510.5291460034483
403,11.659870147705078,618.24963,510.39940072413793
404,11.671600341796875,614.1069,510.2696554448276
405,11.688459396362305,617.1815,510.1399101655173
406,11.693074226379395,608.6061,510.01016488620695
407,11.708379745483398,607.87573,509.88041960689657
408,11.715925216674805,605.528,509.75067432758624
409,11.734651565551758,612.687,509.6209290482759
410,11.769379615783691,633.46326,509.4911837689655
411,11.801868438720703,648.8058,509.3614384896552
412,11.8274564743042,644.8123,509.2316932103449
413,11.839552879333496,616.74084,509.10194793103454
414,11.849203109741211,609.93994,508.97220265172416
415,11.871772766113281,608.71106,508.84245737241383
416,11.889891624450684,607.79724,508.7127120931035
417,11.90241527557373,609.51416,508.5829668137931
418,11.922426223754883,608.0705,508.4532215344828
419,11.937734603881836,606.5687,508.32347625517247
420,11.957608222961426,608.03546,508.19373097586214
421,11.997942924499512,614.9138,508.06398569655175
422,12.028311729431152,635.63214,507.9342404172414
423,12.055100440979004,673.6437,507.8044951379311
424,12.086417198181152,646.2187,507.67474985862077
425,12.097254753112793,629.39636,507.5450045793104
532,12.1,622.74414,507.41525930000006
426,12.139565467834473,616.09186,508.1575435277778
427,12.168875694274902,615.5537,508.89982775555563
428,12.177874565124512,618.6386,509.6421119833334
429,12.184911727905273,616.95416,510.38439621111115
430,12.201253890991211,612.65125,511.1266804388889
431,12.217545509338379,609.61487,511.8689646666667
432,12.241374969482422,608.33527,512.6112488944444
433,12.253437995910645,612.57135,513.3535331222223
434,12.273246765136719,645.93066,514.0958173500001
435,12.342717170715332,673.90454,514.8381015777778
436,12.363759994506836,662.66144,515.5803858055556
437,12.39203929901123,637.3046,516.3226700333333
438,12.422571182250977,617.7154,517.0649542611111
439,12.431852340698242,617.449,517.8072384888889
440,12.456846237182617,616.3577,518.5495227166667
441,12.474638938903809,616.6049,519.2918069444445
442,12.504343032836914,628.3575,520.0340911722222
533,12.65,647.68396,520.7763754
443,12.854122161865234,667.0105,520.5935812666667
444,13.183631896972656,742.0164,520.4107871333333
534,13.2,753.9341,520.227993
445,13.479833602905273,765.8517,522.03590605
535,13.75,776.155,523.8438191
446,13.766817092895508,786.4584,527.4414172666667
447,14.046280860900879,804.25995,531.0390154333334
536,14.3,811.9464,534.6366136
448,14.319559097290039,819.63293,536.6080626333334
449,14.587711334228516,832.9067,538.5795116666668
537,14.85,838.6371,540.5509607000001
450,14.851590156555176,844.36743,547.3074323750001
451,15.11188793182373,854.26306,554.06390405
452,15.369169235229492,862.8076,560.8203757249998
538,15.4,866.4968,567.5768473999998
453,15.623903274536133,870.18604,562.5606392999999
454,15.87647819519043,876.55786,557.5444312
539,15.95,879.3093,552.5282231000001
455,16.127216339111328,882.06085,553.9871955333334
456,16.37639045715332,886.81366,555.4461679666667
540,16.5,888.8663,556.9051404
457,16.624229431152344,890.9189,560.8469256000001
458,16.870925903320312,894.4649,564.7887108
541,17.05,895.9965,568.730496
459,17.11664390563965,897.52814,569.8823163666667
460,17.361522674560547,900.17444,571.0341367333333
542,17.6,901.3175,572.1859571
461,17.605684280395508,902.46063,571.5524559
462,17.849224090576172,904.4358,570.9189547
463,18.092233657836914,906.14233,570.2854534999999
543,18.15,906.87964,569.6519523
464,18.33478546142578,907.6169,573.7601115666666
465,18.57694435119629,908.891,577.8682708333333
544,18.7,909.4414,581.9764301
466,18.818761825561523,909.9919,583.2306344666666
467,19.060287475585938,910.94324,584.4848388333334
545,19.25,911.35425,585.7390432
468,19.30156135559082,911.7653,583.521789025
469,19.542617797851562,912.47577,581.30453485
470,19.78348731994629,913.08966,579.087280675
546,19.8,913.355,576.8700265
471,20.024192810058594,913.62024,576.5500764
472,20.264759063720703,914.0788,576.2301263
547,20.35,914.277,575.9101762
473,20.505205154418945,914.4751,578.9177071333334
474,20.745546340942383,914.8176,581.9252380666667
548,20.9,914.96564,584.932769
475,20.98579978942871,915.11365,590.8582448
476,21.22597312927246,915.3695,596.7837206
549,21.45,915.4801,602.7091964
477,21.466079711914062,915.59064,602.0660967
478,21.70612907409668,915.78174,601.422997
479,21.94612693786621,915.94696,600.7798973
550,22.0,916.0183,600.1367976
480,22.18608283996582,916.0897,599.4713014
481,22.426000595092773,916.2132,598.8058052
551,22.55,916.2665,598.140309
482,22.6658878326416,916.3198,601.4038
483,22.905744552612305,916.41205,604.667291
552,23.1,916.4519,607.930782
484,23.145578384399414,916.49176,608.1707445750001
485,23.385391235351562,916.56067,608.41070715
486,23.625186920166016,916.62024,608.650669725
553,23.65,916.646,608.8906323
487,23.864965438842773,916.6717,611.6038091333334
488,24.104732513427734,916.7162,614.3169859666666
554,24.2,916.7355,617.0301628
489,24.344486236572266,916.7547,615.4176143
490,24.584230422973633,916.7879,613.8050658
555,24.75,916.80225,612.1925173
491,24.823965072631836,916.81665,617.708457
492,25.06369400024414,916.84155,623.2243967
556,25.3,916.8523,628.7403364
493,25.303415298461914,916.863,627.1565834
494,25.54313087463379,916.8816,625.5728304
495,25.7828426361084,916.89764,623.9890774
557,25.85,916.90454,622.4053244
496,26.02254867553711,916.9115,622.1877583333334
497,26.262250900268555,916.92346,621.9701922666667
558,26.4,916.92865,621.7526262
498,26.501951217651367,916.93384,624.9905212000001
499,26.741649627685547,916.9428,628.2284162000001
559,26.95,916.94666,631.4663112000002
500,26.98134422302246,916.95056,632.4261615000001
501,27.221036911010742,916.9573,633.3860118
502,27.46072769165039,916.9631,634.3458621
560,27.5,916.9656,635.3057124
503,27.70041847229004,916.9681,640.3737219333333
504,27.940105438232422,916.9724,645.4417314666666
561,28.05,916.97424,650.509741
505,28.179792404174805,916.97614,644.5330732
506,28.419479370117188,916.9794,638.5564054
562,28.6,916.9808,632.5797376
507,28.659164428710938,916.9822,635.40169745
508,28.898849487304688,916.98456,638.2236573
509,29.138534545898438,916.9867,641.04561715
563,29.15,916.98755,643.867577
510,29.378217697143555,916.98846,649.2576128333333
511,29.617900848388672,916.99005,654.6476486666667
564,29.7,916.99005,660.0376845
