2008,2007,2006,2005,2004,2003
0.061048,0.12223,0.22856,0.19159,0.050791,0.11955
0.1122,0.058603,0.036932,0.18201,0.11713,0.050042
0.042826,0.073881,0.051396,0.082442,0.12461,0.072232
0.046677,0.11266,0.19914,0.053285,0.054494,0.092628
0.098464,0.028817,0.10433,0.077916,0.038892,0.075307
0.00060156,0.12558,0.12761,-0.055851,0.15525,0.037342
0.058965,0.031467,0.13263,0.13118,0.014404,0.029455
0.20712,0.10882,0.083976,0.033034,0.14251,0.32034
0.24541,0.14299,0.11951,0.18855,0.099146,0.13619
0.13246,0.080352,0.099133,0.076262,0.14731,0.1155
0.064508,0.13091,0.16674,0.24037,0.062897,0.045595
0.078942,0.087066,0.061338,0.079592,0.11875,0.069979
