2008,2007,2006,2005,2004,2003
0.082303,0.13392,0.28699,0.19457,0.037664,0.12625
0.31654,0.13986,0.075466,0.19858,0.086227,0.16277
0.050282,0.12186,0.084554,0.11954,0.090215,0.073278
0.051693,0.091432,0.4099,0.043613,0.10038,0.11753
0.086372,0.010378,0.12001,0.16519,0.032272,0.071155
0.22001,-0.032446,0.0027519,-0.036243,0.0039193,-0.033066
-0.067525,-0.037533,0.13264,0.027085,0.082517,0.043308
0.35979,0.11573,0.12989,0.041783,0.088563,0.2666
0.33461,0.11132,0.1901,0.17848,0.14869,0.12723
0.11489,0.08872,0.11557,0.10594,0.31976,0.14219
0.08837,0.086747,0.14907,0.20003,0.048924,0.078157
0.16953,0.1036,0.086722,0.17174,0.14875,0.087393
