2008,2007,2006,2005,2004,2003
0.061226,0.15477,0.096212,0.13902,0.044615,0.15482
0.1029,0.055837,0.069682,0.2069,0.11884,0.051943
0.057648,0.069791,0.037488,0.16135,0.078192,0.094785
0.065971,0.12699,0.084703,0.091546,0.037305,0.1228
0.060062,0.039801,0.15391,0.088173,0.056812,0.1036
0.21786,0.2125,0.12648,-0.14005,0.21758,-0.08091
-0.13243,0.030378,0.11199,0.15006,-0.051494,-0.015625
0.30008,0.13222,0.21898,0.10194,0.26448,0.39441
0.14202,0.1211,0.19588,0.19986,0.15133,0.14714
0.1674,0.10647,0.16636,0.11805,0.20211,0.12348
0.06583,0.11698,0.10073,0.26027,0.065884,0.067667
0.096008,0.083638,0.073626,0.090477,0.10023,0.091663
