74.34,-51.78,0.19997299,0.19408847,0.20189826,0.2037445,0.20023307,0.060945913,0.15351829,0.20211247,0.2016396,-0.17463838,nan
67.33,-65.45,0.07931282,-0.17668705,0.13653277,0.13473007,0.13528877,-0.22045143,-0.21414904,0.087457165,0.073200874,-0.17785795,nan
71.07,-45.91,0.20224962,0.19543941,0.20148571,0.2077683,0.20208685,0.14276588,0.20038481,0.20721501,0.20441629,-0.17684613,nan
69.87,-38.13,0.20981775,0.19849558,0.20799167,0.20834465,0.20743954,-0.1734804,-0.049903225,0.20874974,0.20891519,-0.19586025,nan
66.41,-43.36,0.20257464,0.2037393,0.20351705,0.20217489,0.20455998,-0.013555511,0.19851129,0.20299132,0.20391057,-0.19537026,nan
66.14,-39.02,0.19913211,0.20011559,0.18661025,0.20004256,nan,-0.08251693,0.19337241,0.1985456,0.19891156,-0.19695981,nan
65.89,-41.53,0.20495325,0.20550334,0.19283536,0.20708174,nan,-0.033908855,0.19985086,0.20716293,0.20525366,-0.19402686,nan
82.32,-70.23,0.18977173,0.18528073,0.19065714,0.19140765,0.18960056,0.14588524,0.13111761,0.19011909,0.18958385,-0.21660475,nan
78.05,-59.48,0.21183243,0.21880946,0.21143754,0.21030879,0.21137047,0.1728389,0.116366066,0.21217552,0.21238378,-0.09683698,nan
78.21,-31.99,0.24909192,0.25693476,0.24721299,0.2445298,0.2470763,0.21184006,0.22349256,0.24850594,0.24851818,0.07730426,nan
82.09,-74.95,0.19572528,0.13580635,0.19591935,0.19639798,0.19575681,-0.19523144,-0.20032033,0.1951749,0.19496764,-0.20125034,nan
81.39,-39.11,0.22680569,0.23471038,0.22593658,0.22448148,0.22473772,0.2619721,0.25503352,0.22575119,0.22603455,0.25301436,nan
78.04,-41.06,0.2220896,0.23012203,0.22064045,0.21912734,0.21998946,0.08788048,0.05030333,0.22240494,0.22216901,-0.17482437,nan
73.71,-32.93,0.2271956,0.23705298,0.22633891,0.22464949,0.22561544,0.22223768,0.22085011,0.22719954,0.22706303,-0.080646634,nan
80.8,-94.62,0.20107958,0.20157792,0.20084512,0.2010405,0.20049268,-0.079354204,0.18147917,0.20111895,0.20060256,-0.19700363,nan
77.34,-44.26,0.21007591,0.21174276,0.20932221,0.20858112,0.2093068,-0.11243817,-0.13947742,0.2107315,0.2104176,-0.19020662,nan
70.92,-49.28,0.20117143,0.19747724,0.20094399,0.20715576,0.20025891,0.18311574,0.20287398,0.2060108,0.20302384,0.054625764,nan
78.59,-58.44,0.20407777,0.20702413,0.2039504,0.20308784,0.2045762,0.09113062,-0.0011010154,0.20464821,0.20467694,-0.1830419,nan
71.92,-30.36,0.23851143,0.24786228,0.2342381,0.2336681,0.23593329,0.16522059,0.16860127,0.23720703,0.2373562,0.10231331,nan
70.12,-37.74,0.21766268,0.2284186,0.21510059,0.21613191,0.21462198,-0.09007964,0.030133845,0.21752399,0.21668878,-0.1895627,nan
61.04,-44.24,0.093678296,0.090270415,nan,nan,nan,nan,0.15436473,0.08556152,0.123850904,0.05224148,nan
74.74,-52.22,0.19703533,0.19051936,0.19900571,0.20173481,0.19773863,0.10109207,0.17261346,0.20026809,0.19824201,-0.1813009,nan
66.61,-47.43,0.22642797,0.23053153,0.22499192,0.22382638,0.22718146,0.2222403,0.22339039,0.22625418,0.22699498,0.22035755,0.15625681
79.66,-39.08,0.22574109,0.23943101,0.22480106,0.22273904,0.22335501,0.15371944,0.11742471,0.22598353,0.22530499,-0.1650334,nan
62.37,-43.85,0.051015746,0.047612682,nan,nan,nan,nan,0.13788922,0.023600228,0.07212621,-0.2297927,nan
79.94,-79.79,0.2167528,0.21889088,0.2162958,0.21584992,0.21602711,0.22749615,0.22653371,0.2161755,0.21642038,0.22471273,0.08406149
74.19,-32.56,0.23234911,0.2418603,0.23163196,0.22955036,0.23084053,0.24493209,0.24306259,0.23191765,0.2321535,0.1771966,nan
70.42,-33.84,0.21917532,0.22561872,0.21782252,0.21738358,0.2165905,0.16496377,0.19854055,0.21850301,0.21803835,-0.16626263,nan
67.94,-35.17,0.18631801,0.18619984,0.17576347,0.19036682,0.1832499,-0.036788877,0.18411145,0.19011171,0.18719064,-0.20223725,nan
75.91,-51.29,0.21193916,0.20895416,0.21247567,0.21236104,0.2116751,0.1816585,0.1911684,0.2135374,0.21258247,-0.16690274,nan
73.03,-27.04,0.23453178,0.23961781,0.22947735,0.2355238,0.22599801,0.19508518,0.24059184,0.23548159,0.2310476,-0.1453575,nan
