68.39,-44.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78.71,-77.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77.46,-36.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76.98,-61.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69.33,-42.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73.48,-31.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79.84,-33.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72.79,-42.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79.44,-42.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78.1,-47.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76.24,-33.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78.64,-41.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
